item_id,name,category,features_json,description,average_rating,num_reviews,launch_date
367,Premium Sleep Solution 367,Medical Devices,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.01,111,2025-04-28
368,Premium Sleep Solution 368,Medical Devices,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,2.98,284,2025-09-24
369,Premium Sleep Solution 369,Medical Devices,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.95,116,2023-11-08
370,Premium Sleep Solution 370,Medical Devices,"{""clinical_evidence"": true, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.31,486,2024-01-18
371,Premium Sleep Solution 371,Medical Devices,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": false, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.31,329,2025-01-16
372,Premium Sleep Solution 372,Medical Devices,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.33,394,2024-04-08
373,Premium Sleep Solution 373,Medical Devices,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.27,184,2023-07-16
374,Premium Sleep Solution 374,Medical Devices,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.13,165,2023-11-07
375,Premium Sleep Solution 375,Medical Devices,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.41,337,2025-06-14
376,Premium Sleep Solution 376,Medical Devices,"{""clinical_evidence"": true, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.43,137,2023-07-12
377,Premium Sleep Solution 377,Medical Devices,"{""clinical_evidence"": true, ""fda_approved"": false, ""requires_prescription"": false, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,2.69,255,2025-08-25
378,Premium Sleep Solution 378,Medical Devices,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.79,84,2023-05-28
379,Premium Sleep Solution 379,Medical Devices,"{""clinical_evidence"": true, ""fda_approved"": false, ""requires_prescription"": false, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,2.9,457,2024-02-17
380,Premium Sleep Solution 380,Medical Devices,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.23,251,2025-10-17
381,Premium Sleep Solution 381,Medical Devices,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.96,164,2024-07-26
382,Premium Sleep Solution 382,Medical Devices,"{""clinical_evidence"": true, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.53,343,2025-06-04
383,Premium Sleep Solution 383,Medical Devices,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.38,366,2024-11-03
384,Premium Sleep Solution 384,Medical Devices,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.86,15,2024-05-23
385,Premium Sleep Solution 385,Medical Devices,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.7,171,2025-02-09
386,Premium Sleep Solution 386,Medical Devices,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.92,259,2024-06-05
387,Premium Sleep Solution 387,Medical Devices,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.31,175,2024-11-30
388,Premium Sleep Solution 388,Medical Devices,"{""clinical_evidence"": true, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,2.57,214,2023-11-14
389,Premium Sleep Solution 389,Medical Devices,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.38,347,2023-04-23
390,Premium Sleep Solution 390,Medical Devices,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.72,350,2025-02-02
391,Premium Sleep Solution 391,Medical Devices,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": false, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.62,60,2024-10-10
392,Premium Sleep Solution 392,Medical Devices,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,2.52,167,2024-02-13
393,Premium Sleep Solution 393,Medical Devices,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": false, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.29,141,2023-11-15
394,Premium Sleep Solution 394,Medical Devices,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.48,70,2023-06-02
395,Premium Sleep Solution 395,Medical Devices,"{""clinical_evidence"": true, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.15,38,2025-03-15
396,Premium Sleep Solution 396,Medical Devices,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.13,115,2024-12-29
397,Premium Sleep Solution 397,Medical Devices,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.23,161,2023-09-07
398,Premium Sleep Solution 398,Medical Devices,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.39,63,2025-03-25
399,Premium Sleep Solution 399,Medical Devices,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.03,231,2024-03-03
400,Premium Sleep Solution 400,Sound & Environment,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.81,305,2024-09-24
401,Premium Sleep Solution 401,Sound & Environment,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.92,191,2023-05-25
402,Premium Sleep Solution 402,Sound & Environment,"{""clinical_evidence"": true, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.65,292,2024-03-04
403,Premium Sleep Solution 403,Sound & Environment,"{""clinical_evidence"": true, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.65,486,2023-11-21
404,Premium Sleep Solution 404,Sound & Environment,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,2.66,172,2025-05-18
405,Premium Sleep Solution 405,Sound & Environment,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.21,112,2024-06-03
406,Premium Sleep Solution 406,Sound & Environment,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.24,187,2024-10-02
407,Premium Sleep Solution 407,Sound & Environment,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.59,220,2023-12-09
408,Premium Sleep Solution 408,Sound & Environment,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.69,493,2025-08-05
409,Premium Sleep Solution 409,Sound & Environment,"{""clinical_evidence"": true, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.77,327,2024-04-05
410,Premium Sleep Solution 410,Sound & Environment,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": false, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,2.8,467,2024-09-17
411,Premium Sleep Solution 411,Sound & Environment,"{""clinical_evidence"": true, ""fda_approved"": false, ""requires_prescription"": false, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.97,253,2025-01-26
412,Premium Sleep Solution 412,Sound & Environment,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,2.52,262,2025-05-25
413,Premium Sleep Solution 413,Sound & Environment,"{""clinical_evidence"": true, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.19,263,2023-04-24
414,Premium Sleep Solution 414,Sound & Environment,"{""clinical_evidence"": true, ""fda_approved"": false, ""requires_prescription"": false, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.89,87,2025-11-13
415,Premium Sleep Solution 415,Sound & Environment,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.61,313,2025-09-14
416,Premium Sleep Solution 416,Sound & Environment,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": false, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,2.57,362,2024-09-06
417,Premium Sleep Solution 417,Sound & Environment,"{""clinical_evidence"": true, ""fda_approved"": false, ""requires_prescription"": false, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.21,387,2024-10-14
418,Premium Sleep Solution 418,Sound & Environment,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.74,238,2024-06-12
419,Premium Sleep Solution 419,Sound & Environment,"{""clinical_evidence"": true, ""fda_approved"": false, ""requires_prescription"": false, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.46,383,2023-05-06
420,Premium Sleep Solution 420,Sound & Environment,"{""clinical_evidence"": true, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.08,125,2025-06-11
421,Premium Sleep Solution 421,Sound & Environment,"{""clinical_evidence"": true, ""fda_approved"": false, ""requires_prescription"": false, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.02,195,2025-06-14
422,Premium Sleep Solution 422,Sound & Environment,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.61,475,2023-08-14
423,Premium Sleep Solution 423,Sound & Environment,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.05,445,2024-11-24
424,Premium Sleep Solution 424,Sound & Environment,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.4,281,2023-06-29
425,Premium Sleep Solution 425,Sound & Environment,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.7,36,2023-08-14
426,Premium Sleep Solution 426,Sound & Environment,"{""clinical_evidence"": true, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.17,137,2023-08-28
427,Premium Sleep Solution 427,Sound & Environment,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": false, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.68,195,2024-08-29
428,Premium Sleep Solution 428,Sound & Environment,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.78,196,2024-10-28
429,Premium Sleep Solution 429,Sound & Environment,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,2.52,118,2025-06-29
430,Premium Sleep Solution 430,Sound & Environment,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.38,37,2024-02-09
431,Premium Sleep Solution 431,Sound & Environment,"{""clinical_evidence"": true, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.51,99,2025-11-16
432,Premium Sleep Solution 432,Sound & Environment,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.42,310,2025-10-04
433,Premium Sleep Solution 433,Sound & Environment,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.98,426,2024-09-25
434,Premium Sleep Solution 434,Sound & Environment,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,2.95,61,2025-08-06
435,Premium Sleep Solution 435,Sound & Environment,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,2.76,386,2023-10-14
436,Premium Sleep Solution 436,Sound & Environment,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.66,297,2025-02-22
437,Premium Sleep Solution 437,Sound & Environment,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.78,51,2024-10-12
438,Premium Sleep Solution 438,Sound & Environment,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,2.53,176,2024-03-21
439,Premium Sleep Solution 439,Sound & Environment,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.62,379,2023-10-24
440,Premium Sleep Solution 440,Sound & Environment,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.04,211,2025-07-14
441,Premium Sleep Solution 441,Sound & Environment,"{""clinical_evidence"": true, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.75,83,2025-02-13
442,Premium Sleep Solution 442,Sound & Environment,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": false, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.57,150,2025-11-20
443,Premium Sleep Solution 443,Sound & Environment,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.1,160,2025-10-27
444,Premium Sleep Solution 444,Sound & Environment,"{""clinical_evidence"": true, ""fda_approved"": false, ""requires_prescription"": false, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.22,235,2024-06-12
445,Premium Sleep Solution 445,Sound & Environment,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.53,477,2024-07-22
446,Premium Sleep Solution 446,Sound & Environment,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.11,321,2025-09-12
447,Premium Sleep Solution 447,Sound & Environment,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.24,94,2023-06-10
448,Premium Sleep Solution 448,Sound & Environment,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.79,236,2023-08-22
449,Premium Sleep Solution 449,Sound & Environment,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.54,451,2023-10-06
450,Premium Sleep Solution 450,Sound & Environment,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,2.63,97,2024-12-28
451,Premium Sleep Solution 451,Sound & Environment,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,2.53,33,2023-08-06
452,Premium Sleep Solution 452,Sound & Environment,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,5.0,178,2024-07-24
453,Premium Sleep Solution 453,Sound & Environment,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,2.94,65,2023-04-08
454,Premium Sleep Solution 454,Sound & Environment,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": false, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.36,219,2024-01-15
455,Premium Sleep Solution 455,Sound & Environment,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.05,281,2025-06-22
456,Premium Sleep Solution 456,Sound & Environment,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.66,247,2023-09-13
457,Premium Sleep Solution 457,Therapy & Counseling,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.39,254,2024-08-09
458,Premium Sleep Solution 458,Therapy & Counseling,"{""clinical_evidence"": true, ""fda_approved"": false, ""requires_prescription"": false, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,2.61,374,2025-07-03
459,Premium Sleep Solution 459,Therapy & Counseling,"{""clinical_evidence"": true, ""fda_approved"": false, ""requires_prescription"": false, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.22,401,2024-03-28
460,Premium Sleep Solution 460,Therapy & Counseling,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": false, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.75,52,2025-02-06
461,Premium Sleep Solution 461,Therapy & Counseling,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": false, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.99,237,2025-05-13
462,Premium Sleep Solution 462,Therapy & Counseling,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.94,195,2024-09-10
463,Premium Sleep Solution 463,Therapy & Counseling,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.61,448,2025-08-15
464,Premium Sleep Solution 464,Therapy & Counseling,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": false, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.18,89,2023-11-19
465,Premium Sleep Solution 465,Therapy & Counseling,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.48,305,2023-05-06
466,Premium Sleep Solution 466,Therapy & Counseling,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,2.57,477,2025-10-12
467,Premium Sleep Solution 467,Therapy & Counseling,"{""clinical_evidence"": true, ""fda_approved"": false, ""requires_prescription"": false, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,2.59,76,2025-11-30
468,Premium Sleep Solution 468,Therapy & Counseling,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.52,447,2023-10-18
469,Premium Sleep Solution 469,Therapy & Counseling,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.58,296,2023-11-30
470,Premium Sleep Solution 470,Therapy & Counseling,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,2.98,462,2023-08-15
471,Premium Sleep Solution 471,Therapy & Counseling,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,2.81,174,2025-01-23
472,Premium Sleep Solution 472,Therapy & Counseling,"{""clinical_evidence"": true, ""fda_approved"": false, ""requires_prescription"": false, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.48,71,2024-04-04
473,Premium Sleep Solution 473,Therapy & Counseling,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.17,264,2024-09-08
474,Premium Sleep Solution 474,Therapy & Counseling,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.77,73,2025-07-02
